timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,is_anomaly,fault_type,severity,anomaly_score_pct,suggested_temperature_c,suggested_pressure_hpa,suggested_humidity_pct,health_status,source
2026-09-12T05:45:00+00:00,AWS-RAN-101,26.2,940.8,83.0,False,,low,0.0,,,,HEALTHY,live
2026-09-12T06:00:00+00:00,AWS-RAN-101,26.4,940.7,82.0,False,,low,0.0,26.2,940.8,83.0,HEALTHY,live
2025-01-01T00:00:00,AWS-RAN-101,11.8,943.4,84.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T01:00:00,AWS-RAN-101,11.2,942.7,87.0,False,,low,0.0,11.8,943.4,84.0,HEALTHY,replay
2025-01-01T02:00:00,AWS-RAN-101,10.6,942.1,91.0,False,,low,0.0,11.2,942.7,87.0,HEALTHY,replay
2025-01-01T03:00:00,AWS-RAN-101,10.3,941.6,93.0,False,,low,0.0,10.6,942.1,91.0,HEALTHY,replay
2025-01-01T04:00:00,AWS-RAN-101,10.0,941.8,94.0,False,,low,0.0,10.3,941.6,93.0,HEALTHY,replay
2025-01-01T05:00:00,AWS-RAN-101,9.9,942.0,93.0,False,,low,0.0,10.0,941.8,94.0,HEALTHY,replay
2025-01-01T06:00:00,AWS-RAN-101,9.5,943.2,96.0,False,,low,0.0,10.63,942.27,90.33,HEALTHY,replay
2025-01-01T07:00:00,AWS-RAN-101,10.5,944.0,87.0,False,,low,0.0,10.47,942.4,91.14,HEALTHY,replay
2025-01-01T08:00:00,AWS-RAN-101,12.5,945.0,78.0,False,,low,0.0,10.47,942.6,90.62,HEALTHY,replay
2025-01-01T09:00:00,AWS-RAN-101,15.1,945.6,65.0,False,,low,0.0,10.7,942.87,89.22,HEALTHY,replay
2025-01-01T10:00:00,AWS-RAN-101,17.7,945.7,50.0,False,,low,0.0,11.14,943.14,86.8,HEALTHY,replay
2025-01-01T11:00:00,AWS-RAN-101,19.9,945.1,40.0,False,,low,0.0,11.74,943.37,83.45,HEALTHY,replay
2025-01-01T12:00:00,AWS-RAN-101,21.5,944.2,33.0,False,,low,0.0,12.42,943.52,79.83,HEALTHY,replay
2025-01-01T13:00:00,AWS-RAN-101,22.3,943.0,28.0,False,,low,0.0,13.12,943.57,76.23,HEALTHY,replay
2025-01-01T14:00:00,AWS-RAN-101,22.5,942.2,27.0,True,drift,critical,95.0,13.77,943.53,72.79,HEALTHY,replay
2025-01-01T15:00:00,AWS-RAN-101,22.0,941.9,29.0,False,,low,0.0,13.77,943.53,72.79,HEALTHY,replay
2025-01-01T16:00:00,AWS-RAN-101,20.3,941.9,36.0,False,,low,0.0,14.32,943.42,69.87,HEALTHY,replay
2025-01-01T17:00:00,AWS-RAN-101,17.1,941.6,46.0,False,,low,0.0,14.69,943.33,67.75,HEALTHY,replay
2025-01-01T18:00:00,AWS-RAN-101,15.3,942.5,59.0,False,,low,0.0,14.84,943.22,66.47,HEALTHY,replay
2025-01-01T19:00:00,AWS-RAN-101,14.0,942.9,66.0,False,,low,0.0,14.86,943.18,66.06,HEALTHY,replay
2025-01-01T20:00:00,AWS-RAN-101,12.9,943.0,70.0,False,,low,0.0,14.82,943.17,66.05,HEALTHY,replay
