timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,is_anomaly,fault_type,severity,anomaly_score_pct,suggested_temperature_c,suggested_pressure_hpa,suggested_humidity_pct,health_status,source
2026-09-11 14:15:37.683387+00:00,AWS-MUM-103,27.5,1006.9,83.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:16:36.576033+00:00,AWS-MUM-103,27.5,1006.9,83.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:32:59.646686+00:00,AWS-MUM-103,27.4,1007.0,84.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:36:32.128972+00:00,AWS-MUM-103,27.4,1007.0,84.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:50:02.101281+00:00,AWS-MUM-103,27.3,1007.2,85.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 14:57:15.559343+00:00,AWS-MUM-103,27.3,1007.2,85.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 15:02:17.682691+00:00,AWS-MUM-103,27.2,1007.3,85.0,False,,low,0.0,,,,HEALTHY,live
2026-09-11 15:06:54.515310+00:00,AWS-MUM-103,27.2,1007.3,85.0,False,,low,0.0,,,,HEALTHY,live
2025-01-01T00:00:00,AWS-MUM-103,25.1,1013.2,73.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T01:00:00,AWS-MUM-103,24.4,1012.7,76.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T02:00:00,AWS-MUM-103,24.0,1012.0,75.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T03:00:00,AWS-MUM-103,23.4,1011.6,77.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T04:00:00,AWS-MUM-103,22.6,1011.4,79.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T05:00:00,AWS-MUM-103,21.9,1011.7,83.0,False,,low,0.0,,,,HEALTHY,replay
2025-01-01T06:00:00,AWS-MUM-103,21.1,1012.3,87.0,False,,low,0.0,23.57,1012.1,77.17,HEALTHY,replay
2025-01-01T07:00:00,AWS-MUM-103,20.8,1012.9,86.0,False,,low,0.0,23.21,1012.13,78.57,HEALTHY,replay
2025-01-01T08:00:00,AWS-MUM-103,22.2,1013.8,76.0,False,,low,0.0,22.91,1012.23,79.5,HEALTHY,replay
2025-01-01T09:00:00,AWS-MUM-103,24.9,1014.4,62.0,False,,low,0.0,22.83,1012.4,79.11,HEALTHY,replay
